StudentID,University,Major,RegisteredDate,GraduationDate,Logins,ProfileCompleted,ResumeUploads,ApplicationsSubmitted,CareerFairAttendance,WorkshopAttendance,InfoSessionAttendance,ResumeWorkshopAttended,InterviewInvites,ShortlistedCount,InternshipPlacement,InternshipEmployer,InternshipStartDate,FullTimePlacement,FullTimeEmployer,FullTimePlacementDate,DaysToFullTimeJob,Applications_Tech,Applications_Finance,Applications_Healthcare,Applications_Education,Applications_Manufacturing
S00615,Florida,Liberal Arts,2025-06-07,2028-12-07,129,1,1,34,3,4,2,1,5,2,0,,,0,,,,6,7,8,5,4
S00616,Arizona State U.,Liberal Arts,2025-05-26,2029-03-11,133,1,4,25,2,3,3,1,6,1,1,Tesla,2028-10-30,1,Meta,2029-06-29,110.0,5,5,4,11,4
S00617,UCLA,Liberal Arts,2025-08-10,2029-07-20,164,1,0,46,2,5,1,1,3,2,0,,,0,,,,5,7,6,4,6
S00618,Boston University,Liberal Arts,2024-04-28,2027-08-22,153,1,3,38,4,3,2,1,7,3,1,Google,2027-01-14,1,Cisco,2027-10-13,52.0,3,9,7,7,8
S00619,Arizona State U.,Liberal Arts,2024-09-07,2027-09-30,150,1,4,39,3,5,2,1,7,4,1,Tesla,2027-03-04,1,General Electric,2028-05-13,226.0,12,7,6,12,12
S00620,UT Austin,Liberal Arts,2024-07-02,2027-07-20,146,1,3,41,2,2,2,1,5,1,0,,,1,Apple,2028-03-20,244.0,9,4,6,3,5
S00621,Georgia Tech,Liberal Arts,2024-09-11,2028-04-11,134,1,0,34,3,5,3,1,10,3,1,Meta,2027-10-23,1,EY,2028-06-19,69.0,4,8,4,4,5
S00622,Georgia Tech,Liberal Arts,2024-05-02,2028-01-14,146,1,5,30,3,6,3,1,7,5,0,,,1,Amazon,2028-03-10,56.0,11,7,5,3,4
S00623,Ohio State,Liberal Arts,2025-06-12,2028-07-04,155,1,6,30,1,3,2,1,8,4,0,,,1,Microsoft,2029-02-24,235.0,4,16,9,9,7
S00624,Florida,Liberal Arts,2024-10-16,2028-03-23,125,1,4,38,3,5,1,1,4,2,0,,,1,Microsoft,2028-10-06,197.0,7,7,8,6,6
S00625,Penn State,Liberal Arts,2025-04-12,2028-04-15,150,1,4,28,3,5,2,1,6,3,0,,,1,Apple,2028-11-19,218.0,8,7,7,8,8
S00626,Michigan,Liberal Arts,2025-07-31,2029-01-01,141,1,2,32,3,6,2,1,7,4,1,JPMorgan Chase,2028-08-02,1,EY,2029-08-07,218.0,6,7,2,10,4
S00627,Florida,Liberal Arts,2024-07-19,2028-04-23,159,1,4,45,2,2,2,1,5,3,0,,,1,Amazon,2028-09-25,155.0,3,9,8,6,5
S00628,Arizona State U.,Liberal Arts,2025-02-23,2028-03-06,156,0,2,32,4,2,1,1,2,0,1,Deloitte,2027-10-09,1,Pfizer,2028-09-29,207.0,12,6,2,7,5
S00629,Boston University,Liberal Arts,2024-01-10,2027-06-29,173,1,3,34,1,5,1,1,10,5,0,,,1,Intel,2027-07-29,30.0,7,6,5,2,7
S00630,UCSD,Liberal Arts,2025-01-20,2028-06-25,148,1,3,31,2,4,2,1,5,1,1,Apple,2028-03-01,1,Goldman Sachs,2028-11-23,151.0,5,7,8,8,8
S00631,Florida,Liberal Arts,2024-03-02,2027-05-13,148,1,2,32,1,5,2,1,12,6,0,,,1,Microsoft,2027-11-02,173.0,5,5,13,6,7
S00632,Arizona State U.,Liberal Arts,2024-08-25,2028-05-17,149,0,3,30,2,5,2,1,8,7,1,Johnson & Johnson,2027-11-04,1,JPMorgan Chase,2028-12-23,220.0,9,6,7,3,8
S00633,Boston University,Liberal Arts,2024-03-27,2028-01-18,160,0,2,34,3,6,2,1,9,5,1,Deloitte,2027-09-26,1,Pfizer,2028-04-25,98.0,8,4,1,9,12
S00634,NYU,Liberal Arts,2024-03-17,2028-01-14,138,1,5,27,3,3,3,1,3,1,0,,,1,Goldman Sachs,2028-03-15,61.0,5,7,6,7,13
S00635,UCSD,Liberal Arts,2024-05-13,2027-09-11,147,1,8,40,0,4,2,1,5,3,0,,,1,Meta,2028-03-08,179.0,4,8,7,6,10
S00636,Georgia Tech,Liberal Arts,2025-02-06,2029-01-29,154,1,1,39,1,3,3,1,4,0,0,,,1,Tesla,2029-08-14,197.0,14,6,4,4,10
S00637,Florida,Liberal Arts,2024-10-05,2028-02-01,176,1,2,38,1,3,1,1,11,5,0,,,0,,,,5,6,4,14,12
S00638,UCLA,Liberal Arts,2024-07-26,2027-10-03,144,1,2,33,3,4,1,1,5,1,0,,,1,Amazon,2027-12-27,85.0,6,9,5,5,6
S00639,UCLA,Liberal Arts,2024-06-17,2028-02-02,159,1,1,29,4,4,1,1,7,4,1,Tesla,2027-07-08,1,Microsoft,2028-09-27,238.0,3,6,5,7,6
S00640,Penn State,Liberal Arts,2025-01-01,2028-04-16,142,1,3,35,2,4,1,1,6,4,1,Meta,2027-09-24,1,Meta,2029-01-08,267.0,13,4,6,4,10
S00641,UCLA,Liberal Arts,2024-04-02,2027-06-21,161,1,2,28,3,2,1,1,7,4,1,Cisco,2027-01-05,1,Apple,2027-08-10,50.0,6,3,7,13,8
S00642,Georgia Tech,Liberal Arts,2024-05-31,2027-07-16,153,1,2,33,2,6,0,1,4,2,1,Tesla,2027-02-13,1,Deloitte,2028-03-04,232.0,8,3,7,5,1
S00643,Arizona State U.,Liberal Arts,2025-11-24,2029-04-25,163,1,1,33,1,4,1,1,7,3,1,Cisco,2028-11-20,1,Google,2029-08-22,119.0,7,9,7,7,6
S00644,NYU,Liberal Arts,2025-04-08,2029-01-16,146,1,3,49,1,5,1,1,7,5,1,Apple,2028-05-31,1,JPMorgan Chase,2029-04-04,78.0,8,8,8,10,9
S00645,UCLA,Liberal Arts,2024-05-23,2027-07-24,128,1,1,38,3,3,3,1,4,2,0,,,0,,,,3,3,6,6,5
S00646,Arizona State U.,Liberal Arts,2024-03-04,2027-06-25,161,1,6,25,1,4,1,1,6,3,1,Apple,2027-02-22,0,,,,5,11,10,5,9
S00647,NYU,Liberal Arts,2025-01-16,2029-01-01,153,1,1,44,3,3,3,1,5,3,0,,,0,,,,9,6,8,6,6
S00648,UCSD,Liberal Arts,2025-10-22,2028-12-03,155,1,2,24,4,3,1,1,11,7,1,EY,2028-04-08,1,General Electric,2029-05-14,162.0,7,4,8,4,7
S00649,UCLA,Liberal Arts,2024-01-23,2027-02-24,148,1,4,44,4,5,0,1,6,4,1,General Electric,2026-10-07,0,,,,2,9,12,12,7
S00650,UCSD,Liberal Arts,2025-03-30,2028-06-02,161,1,2,33,3,4,2,1,5,4,0,,,1,General Electric,2028-08-18,77.0,11,6,6,11,7
S00651,Georgia Tech,Liberal Arts,2024-05-05,2027-05-26,149,0,2,42,3,4,1,1,12,7,1,Google,2026-10-30,1,General Electric,2027-09-19,116.0,4,4,9,3,5
S00652,Purdue,Liberal Arts,2025-03-19,2028-10-06,128,1,2,39,2,5,3,1,9,3,0,,,1,Google,2029-07-17,284.0,3,5,9,6,8
S00653,NYU,Liberal Arts,2025-11-30,2029-07-05,156,0,7,42,4,4,3,1,7,2,1,Tesla,2029-02-21,1,General Electric,2029-11-21,139.0,3,7,8,4,6
S00654,UT Austin,Liberal Arts,2024-10-08,2028-02-28,156,1,3,39,1,4,2,1,5,3,1,General Electric,2027-08-08,1,Google,2028-06-13,106.0,8,8,6,13,3
S00655,Purdue,Liberal Arts,2025-09-26,2029-08-06,146,1,3,37,1,4,3,1,8,1,1,Pfizer,2029-03-07,1,JPMorgan Chase,2030-02-03,181.0,7,7,5,7,9
S00656,NYU,Liberal Arts,2025-07-17,2029-03-18,120,1,3,38,2,5,2,1,9,3,1,Microsoft,2028-12-03,1,Goldman Sachs,2029-09-07,173.0,8,5,6,8,7
S00657,UT Austin,Liberal Arts,2025-03-05,2028-06-14,149,0,2,34,2,5,1,1,4,2,1,Apple,2027-11-03,1,Goldman Sachs,2028-07-23,39.0,3,5,9,2,3
S00658,Boston University,Liberal Arts,2025-01-02,2028-09-03,152,1,2,42,1,5,2,1,1,0,1,Intel,2028-01-18,1,Tesla,2029-06-08,278.0,8,5,3,6,5
S00659,Purdue,Liberal Arts,2025-05-29,2028-11-08,150,1,4,34,2,4,1,1,3,0,0,,,0,,,,15,10,4,5,7
S00660,NYU,Liberal Arts,2024-10-03,2028-01-03,139,1,3,43,2,5,4,1,11,6,0,,,1,Tesla,2028-02-15,43.0,9,6,5,4,7
S00661,Purdue,Liberal Arts,2024-08-12,2027-08-27,145,1,6,33,4,6,2,1,13,6,1,Google,2027-03-19,1,Deloitte,2028-05-24,271.0,5,9,10,10,7
S00662,Georgia Tech,Liberal Arts,2025-08-21,2028-12-17,150,1,2,37,1,1,3,1,2,0,1,Microsoft,2028-08-09,1,Pfizer,2029-05-22,156.0,5,5,11,6,7
S00663,Ohio State,Liberal Arts,2024-09-29,2028-06-28,159,1,2,41,2,3,2,1,14,5,1,Intel,2028-03-16,1,EY,2028-11-17,142.0,3,5,7,2,5
S00664,NYU,Liberal Arts,2024-12-29,2028-03-26,170,1,3,32,3,3,1,1,4,4,1,Apple,2027-11-12,0,,,,9,6,5,9,6
S00665,Purdue,Liberal Arts,2024-11-21,2028-11-12,149,1,0,33,2,4,2,1,7,4,0,,,1,General Electric,2029-06-13,213.0,6,7,10,10,9
S00666,Purdue,Liberal Arts,2024-01-29,2028-01-23,167,1,2,34,1,3,2,1,7,3,0,,,1,EY,2028-08-20,210.0,4,11,7,7,6
S00667,Purdue,Liberal Arts,2024-05-25,2028-03-08,138,1,5,44,6,5,2,1,6,3,1,Cisco,2027-10-22,1,Deloitte,2028-12-15,282.0,7,3,9,6,6
S00668,Michigan,Liberal Arts,2024-06-28,2028-03-05,146,1,4,31,3,6,3,1,10,4,0,,,1,Microsoft,2028-04-23,49.0,7,9,4,3,7
S00669,Arizona State U.,Liberal Arts,2024-08-26,2028-06-29,178,1,6,38,4,4,3,1,5,3,1,Google,2028-02-04,1,JPMorgan Chase,2029-04-24,299.0,3,11,5,6,5
S00670,Arizona State U.,Liberal Arts,2024-12-05,2028-10-14,134,1,3,39,2,4,2,1,7,5,0,,,0,,,,8,11,7,8,14
S00671,Ohio State,Liberal Arts,2024-05-13,2027-11-03,163,1,2,42,5,4,2,1,8,4,1,General Electric,2027-06-21,1,Google,2028-05-16,195.0,7,8,4,11,10
S00672,Arizona State U.,Liberal Arts,2024-05-31,2028-03-26,155,1,0,27,3,4,2,1,7,3,1,Intel,2027-11-21,1,Cisco,2028-06-20,86.0,9,3,4,4,8
S00673,Penn State,Liberal Arts,2025-01-08,2028-02-14,145,0,2,40,5,5,2,1,4,1,1,Johnson & Johnson,2027-08-13,1,EY,2028-10-03,232.0,4,9,8,7,10
S00674,UCLA,Liberal Arts,2024-12-10,2028-05-12,144,1,2,37,4,5,2,1,8,1,0,,,1,Amazon,2028-11-23,195.0,5,9,10,8,9
S00675,UT Austin,Liberal Arts,2025-03-23,2029-02-12,148,1,3,31,2,5,2,1,10,1,1,Pfizer,2028-07-13,1,Amazon,2029-08-23,192.0,6,4,5,8,6
S00676,Boston University,Liberal Arts,2025-07-29,2029-07-18,132,1,3,42,4,4,1,1,3,2,1,Apple,2029-01-18,1,Goldman Sachs,2029-11-14,119.0,4,6,5,12,9
S00677,Michigan,Liberal Arts,2025-12-06,2029-05-04,146,1,3,27,2,5,3,1,6,3,1,Amazon,2029-01-02,0,,,,9,3,9,8,3
S00678,Boston University,Liberal Arts,2024-01-02,2027-12-26,154,1,3,45,2,4,3,1,5,3,1,Goldman Sachs,2027-05-04,1,Amazon,2028-02-10,46.0,9,8,3,7,6
S00679,Purdue,Liberal Arts,2024-11-21,2028-09-29,138,1,4,37,1,2,2,1,4,1,1,Pfizer,2028-05-06,1,General Electric,2028-12-21,83.0,8,6,5,9,5
S00680,Florida,Liberal Arts,2024-05-24,2027-11-09,142,1,4,32,1,3,3,1,6,3,1,Apple,2027-07-23,1,Tesla,2028-06-03,207.0,10,6,7,8,7
S00681,UT Austin,Liberal Arts,2025-10-13,2028-11-26,156,0,1,39,1,4,1,1,4,4,0,,,1,JPMorgan Chase,2029-06-15,201.0,8,3,9,8,4
S00682,Arizona State U.,Liberal Arts,2024-09-28,2028-01-13,153,1,5,35,1,5,2,1,8,3,1,Johnson & Johnson,2027-08-13,1,Tesla,2028-03-17,64.0,5,7,5,7,4
S00683,Michigan,Liberal Arts,2024-04-20,2027-04-20,155,1,5,36,3,4,4,1,3,1,1,Goldman Sachs,2027-01-08,1,Johnson & Johnson,2027-12-30,254.0,6,11,5,4,6
S00684,NYU,Liberal Arts,2024-06-19,2028-01-16,150,1,0,43,3,3,3,1,5,1,0,,,1,General Electric,2028-10-24,282.0,9,9,16,6,8
S00685,NYU,Liberal Arts,2024-12-25,2028-09-29,176,1,6,28,2,3,2,1,5,2,0,,,1,Microsoft,2029-05-09,222.0,8,4,6,7,4
S00686,Florida,Liberal Arts,2025-08-14,2029-07-12,147,1,0,40,1,2,2,1,7,5,1,Amazon,2029-02-15,0,,,,7,4,5,7,8
S00687,Florida,Liberal Arts,2024-03-16,2027-04-02,139,1,3,33,2,3,2,1,2,1,1,Google,2026-10-19,1,Meta,2027-10-12,193.0,7,4,4,4,4
S00688,UCLA,Liberal Arts,2024-03-16,2027-09-07,149,1,6,41,2,4,4,1,7,4,1,General Electric,2027-04-27,1,Amazon,2028-04-16,222.0,8,3,7,4,10
S00689,Boston University,Liberal Arts,2024-03-17,2027-12-22,163,1,4,31,1,4,2,1,5,3,1,Tesla,2027-08-31,1,Johnson & Johnson,2028-09-24,277.0,10,5,10,2,2
S00690,Arizona State U.,Liberal Arts,2025-03-17,2029-02-13,132,0,7,25,2,4,2,1,7,5,1,EY,2028-10-04,1,Amazon,2029-10-23,252.0,9,13,4,4,4
S00691,Arizona State U.,Liberal Arts,2024-04-13,2027-09-29,148,1,7,36,2,4,1,1,3,1,1,Apple,2027-05-10,0,,,,10,5,7,5,6
S00692,NYU,Liberal Arts,2025-12-14,2029-09-22,132,1,3,32,2,5,1,1,5,2,1,Meta,2029-02-06,0,,,,4,7,6,9,5
S00693,UCSD,Liberal Arts,2024-10-15,2028-03-15,149,1,1,34,3,3,2,1,8,4,0,,,0,,,,10,6,8,6,10
S00694,Ohio State,Liberal Arts,2024-04-08,2027-05-03,143,1,3,31,4,3,1,1,3,2,0,,,1,EY,2027-12-20,231.0,9,5,5,5,7
S00695,Penn State,Liberal Arts,2025-05-17,2028-08-02,146,1,3,45,3,6,0,1,8,4,0,,,1,Tesla,2028-09-28,57.0,10,10,7,7,12
S00696,Arizona State U.,Liberal Arts,2025-03-13,2028-04-25,152,1,2,22,3,5,2,1,12,5,1,Cisco,2027-11-12,1,Apple,2029-01-25,275.0,4,6,6,3,6
S00697,UCLA,Liberal Arts,2024-01-27,2027-05-11,172,1,0,35,1,3,1,1,6,5,0,,,1,Pfizer,2027-09-05,117.0,8,11,4,6,4
S00698,Michigan,Liberal Arts,2024-03-24,2027-11-21,150,1,5,42,4,5,4,1,10,5,1,Meta,2027-07-25,1,JPMorgan Chase,2028-07-11,233.0,4,4,8,3,7
S00699,Florida,Liberal Arts,2025-11-07,2029-03-21,146,1,2,38,3,3,2,1,6,4,1,Pfizer,2028-11-28,1,Amazon,2029-11-04,228.0,6,4,10,8,5
S00700,Georgia Tech,Liberal Arts,2025-01-25,2028-08-01,133,1,4,28,2,6,3,1,8,4,0,,,1,JPMorgan Chase,2028-12-04,125.0,7,8,7,5,5
S00701,Arizona State U.,Liberal Arts,2024-09-26,2028-05-08,139,1,2,33,4,3,2,1,9,5,1,Meta,2027-10-12,1,Cisco,2028-09-30,145.0,10,6,3,6,4
S00702,Michigan,Liberal Arts,2025-07-31,2028-08-30,155,1,7,36,3,5,3,1,4,2,0,,,1,Intel,2028-12-15,107.0,9,5,8,7,8
S00703,Boston University,Liberal Arts,2025-11-14,2029-01-01,155,1,1,32,2,3,2,1,7,3,1,Pfizer,2028-09-12,1,Intel,2029-07-26,206.0,7,5,6,7,9
S00704,Penn State,Liberal Arts,2025-02-27,2028-12-24,150,1,5,41,3,2,2,1,7,2,0,,,0,,,,4,7,10,7,11
S00705,Ohio State,Liberal Arts,2025-07-20,2028-08-19,156,1,4,28,1,3,2,1,8,1,1,Cisco,2028-02-12,1,Goldman Sachs,2029-06-12,297.0,6,5,7,8,8
S00706,Penn State,Liberal Arts,2025-12-04,2029-08-03,136,1,4,32,2,2,3,1,2,0,0,,,1,JPMorgan Chase,2029-12-31,150.0,8,8,10,5,10
S00707,Michigan,Liberal Arts,2024-03-21,2027-10-09,148,1,1,34,3,5,2,1,8,2,1,Deloitte,2027-07-03,1,Intel,2028-07-29,294.0,8,7,7,9,12
S00708,Purdue,Liberal Arts,2025-11-24,2029-10-06,145,1,2,30,2,5,1,1,6,5,0,,,1,Microsoft,2030-01-19,105.0,9,10,9,2,6
S00709,Florida,Liberal Arts,2024-06-26,2027-09-19,140,1,4,33,2,4,3,1,6,3,0,,,0,,,,7,10,7,6,5
S00710,Ohio State,Liberal Arts,2024-07-16,2027-09-18,168,1,2,30,1,5,4,1,12,6,1,Goldman Sachs,2027-06-10,1,Pfizer,2027-11-27,70.0,5,5,6,6,4
S00711,NYU,Liberal Arts,2024-07-25,2028-06-10,166,1,2,46,2,4,2,1,7,6,1,Cisco,2028-02-04,1,Tesla,2028-11-19,162.0,10,5,8,8,11
S00712,Boston University,Liberal Arts,2024-03-09,2027-04-22,143,1,2,29,3,5,3,1,12,7,0,,,1,Deloitte,2027-12-06,228.0,8,8,9,9,8
S00713,NYU,Liberal Arts,2025-07-19,2028-12-31,163,1,2,27,1,4,1,1,3,1,0,,,1,Deloitte,2029-06-20,171.0,5,8,12,10,4
S00714,Florida,Liberal Arts,2024-01-13,2028-01-05,143,1,3,30,5,5,2,1,5,1,0,,,1,Intel,2028-10-28,297.0,9,9,6,7,5
S00715,NYU,Liberal Arts,2024-04-25,2027-11-23,153,1,4,39,1,6,1,1,7,3,1,Amazon,2027-07-18,0,,,,7,6,5,8,5
S00716,Purdue,Liberal Arts,2025-08-25,2029-06-18,137,1,1,23,2,4,1,1,6,5,0,,,1,General Electric,2029-09-07,81.0,5,2,9,3,9
S00717,UCLA,Liberal Arts,2025-07-30,2028-09-18,172,1,4,40,3,6,3,1,15,10,0,,,1,Cisco,2029-03-13,176.0,10,5,3,3,8
S00718,Penn State,Liberal Arts,2024-12-18,2028-07-15,154,1,1,50,1,3,2,1,2,1,0,,,1,Goldman Sachs,2028-12-27,165.0,6,5,9,12,8
S00719,UCSD,Liberal Arts,2025-05-12,2029-02-27,145,1,1,26,3,4,3,1,6,2,0,,,1,Google,2029-11-26,272.0,9,5,6,14,9
S00720,UT Austin,Liberal Arts,2024-10-09,2028-05-02,147,1,4,33,3,5,1,1,9,5,0,,,1,EY,2028-08-13,103.0,5,9,8,5,4
S00721,Purdue,Liberal Arts,2025-11-28,2029-11-17,181,1,2,44,3,4,2,1,6,4,1,Google,2029-05-09,1,General Electric,2030-07-07,232.0,8,8,9,4,11
S00722,Georgia Tech,Liberal Arts,2025-12-08,2029-04-07,132,1,4,33,1,4,1,1,10,4,1,Johnson & Johnson,2028-12-26,1,General Electric,2030-01-05,273.0,3,5,9,11,8
S00723,Michigan,Liberal Arts,2025-01-16,2028-01-26,135,1,3,35,1,3,2,1,2,1,1,Cisco,2027-08-03,1,Meta,2028-07-29,185.0,7,10,5,5,6
S00724,Michigan,Liberal Arts,2025-05-18,2029-05-08,146,1,1,30,2,3,2,1,3,0,1,Cisco,2029-01-13,1,Amazon,2029-10-01,146.0,6,5,9,8,11
S00725,Michigan,Liberal Arts,2025-03-29,2028-09-08,175,1,2,27,2,6,1,1,2,1,0,,,1,Johnson & Johnson,2029-02-22,167.0,4,7,2,7,8
S00726,NYU,Liberal Arts,2025-09-11,2029-08-06,140,0,2,38,2,3,2,1,9,6,1,Apple,2029-04-16,1,Apple,2030-04-19,256.0,3,5,5,2,10
S00727,NYU,Liberal Arts,2025-05-11,2029-01-29,174,1,4,33,1,5,1,1,6,2,1,Cisco,2028-07-28,0,,,,7,7,6,9,7
S00728,Arizona State U.,Liberal Arts,2025-06-11,2028-08-30,153,1,2,31,1,5,0,1,9,4,0,,,0,,,,6,7,6,4,6
S00729,UCLA,Liberal Arts,2024-11-14,2028-11-11,143,1,2,42,3,4,2,1,6,5,1,Goldman Sachs,2028-04-06,1,Intel,2029-02-18,99.0,10,7,10,9,5
S00730,Penn State,Liberal Arts,2025-08-05,2028-08-18,139,1,5,27,3,4,1,1,3,0,1,Apple,2028-04-06,1,Cisco,2028-12-28,132.0,5,7,6,8,7
S00731,Arizona State U.,Liberal Arts,2024-09-12,2027-09-28,130,0,3,37,3,4,1,1,8,2,0,,,1,Google,2028-06-17,263.0,8,8,7,4,9
S00732,Georgia Tech,Liberal Arts,2025-12-22,2029-04-01,183,1,5,22,3,5,2,1,9,3,1,Tesla,2028-10-23,1,Deloitte,2029-12-24,267.0,7,4,11,8,6
S00733,NYU,Liberal Arts,2025-10-12,2028-12-13,143,1,3,43,1,5,2,1,4,2,0,,,0,,,,4,12,5,7,8
S00734,UCSD,Liberal Arts,2024-02-01,2027-06-03,141,1,4,45,4,2,2,1,1,0,1,JPMorgan Chase,2026-11-30,1,Amazon,2028-02-16,258.0,11,10,10,10,2
S00735,Florida,Liberal Arts,2025-08-23,2029-05-31,164,1,5,34,2,2,2,1,5,3,1,Tesla,2028-12-03,0,,,,5,9,6,4,5
S00736,UT Austin,Liberal Arts,2024-09-21,2028-09-07,157,1,2,39,3,3,2,1,9,6,1,Meta,2028-05-17,1,Goldman Sachs,2028-10-21,44.0,4,9,13,3,5
S00737,Arizona State U.,Liberal Arts,2024-06-15,2028-04-02,156,1,2,32,1,5,2,1,6,4,1,Cisco,2027-11-10,0,,,,6,6,8,7,5
S00738,Ohio State,Liberal Arts,2025-10-24,2029-02-15,152,1,3,35,3,4,1,1,11,6,1,Meta,2028-09-26,1,Deloitte,2029-10-12,239.0,6,5,10,7,6
S00739,Arizona State U.,Liberal Arts,2025-11-29,2028-12-02,145,1,2,33,2,3,3,1,5,2,1,General Electric,2028-05-05,1,Pfizer,2029-03-09,97.0,9,9,11,7,7
S00740,UT Austin,Liberal Arts,2025-09-07,2028-09-10,157,1,4,27,4,6,2,1,8,4,0,,,1,Meta,2029-02-01,144.0,6,5,9,8,8
S00741,Purdue,Liberal Arts,2024-11-08,2028-11-06,138,1,1,34,4,4,3,1,5,3,1,Goldman Sachs,2028-05-30,1,Cisco,2029-06-16,222.0,9,9,10,2,11
S00742,Georgia Tech,Liberal Arts,2025-04-15,2028-08-21,179,1,2,29,2,7,2,1,7,5,1,JPMorgan Chase,2028-03-29,0,,,,3,4,7,7,5
S00743,Michigan,Liberal Arts,2025-11-24,2029-08-16,169,1,2,39,1,4,1,1,6,3,1,EY,2029-02-06,1,Google,2029-11-06,82.0,7,7,11,9,5
S00744,Penn State,Liberal Arts,2025-11-09,2029-05-18,136,1,1,29,4,5,2,1,8,4,0,,,1,Meta,2029-11-08,174.0,5,3,8,11,8
S00745,UCSD,Liberal Arts,2024-04-20,2027-12-22,173,1,1,33,4,4,3,1,11,6,0,,,1,Tesla,2028-02-22,62.0,6,12,5,11,9
S00746,Michigan,Liberal Arts,2025-10-17,2029-03-31,150,1,1,29,4,3,3,1,6,4,1,Meta,2028-10-22,0,,,,11,4,4,6,8
S00747,UCSD,Liberal Arts,2025-12-29,2029-11-26,146,1,4,29,3,5,0,1,8,5,1,Apple,2029-06-13,0,,,,9,7,5,7,6
S00748,UT Austin,Liberal Arts,2025-06-13,2028-10-13,168,1,3,32,2,1,3,1,3,3,0,,,1,Intel,2028-12-11,59.0,5,3,2,5,2
S00749,Purdue,Liberal Arts,2025-02-17,2029-01-20,156,1,2,31,4,5,3,1,11,5,1,Pfizer,2028-08-02,0,,,,6,8,7,11,7
S00750,UT Austin,Liberal Arts,2024-01-27,2027-12-27,121,1,2,28,2,3,3,1,2,2,0,,,0,,,,12,9,8,5,9
S00751,Florida,Liberal Arts,2024-10-29,2028-03-09,137,1,2,35,3,3,1,1,6,4,1,Goldman Sachs,2027-08-25,1,Johnson & Johnson,2028-10-23,228.0,5,4,8,7,10
S00752,Arizona State U.,Liberal Arts,2025-08-20,2029-08-16,166,1,4,48,3,3,2,1,10,1,1,Cisco,2028-12-23,1,Tesla,2029-12-21,127.0,5,8,12,7,14
S00753,Boston University,Liberal Arts,2025-12-31,2029-04-22,164,1,3,32,0,5,3,1,8,6,1,Pfizer,2028-09-08,1,General Electric,2030-01-20,273.0,7,12,8,8,7
S00754,UCSD,Liberal Arts,2025-01-02,2028-09-17,156,1,4,44,1,5,2,1,4,2,1,Cisco,2028-04-04,1,Cisco,2029-01-12,117.0,9,12,6,6,6
S00755,UCSD,Liberal Arts,2025-07-25,2028-10-24,140,1,3,23,2,2,1,1,3,2,1,Microsoft,2028-05-12,1,Amazon,2029-07-22,271.0,11,10,2,5,7
S00756,Boston University,Liberal Arts,2024-09-21,2028-07-03,149,1,3,37,2,3,1,1,3,3,1,Pfizer,2028-02-18,1,Pfizer,2029-01-20,201.0,8,6,6,8,10
S00757,UCLA,Liberal Arts,2024-08-15,2028-02-12,163,1,5,36,2,3,1,1,4,2,1,Johnson & Johnson,2027-09-18,0,,,,6,8,7,9,8
S00758,Michigan,Liberal Arts,2025-03-06,2028-08-21,167,1,3,31,3,4,1,1,4,3,0,,,0,,,,2,5,3,7,5
S00759,Georgia Tech,Liberal Arts,2024-09-23,2028-07-18,181,1,1,27,3,1,2,1,2,1,0,,,0,,,,8,5,5,9,9
S00760,Michigan,Liberal Arts,2025-04-19,2028-06-17,143,1,2,29,3,5,2,1,6,3,1,Google,2027-11-20,1,JPMorgan Chase,2028-08-22,66.0,6,1,5,5,6
S00761,Ohio State,Liberal Arts,2025-05-27,2028-07-26,145,1,4,34,1,3,1,1,4,2,1,Deloitte,2028-01-21,1,Goldman Sachs,2029-01-24,182.0,5,8,7,4,6
S00762,Arizona State U.,Liberal Arts,2024-06-03,2027-08-12,143,1,2,34,2,7,4,1,9,5,0,,,1,Tesla,2027-12-22,132.0,3,3,6,2,8
S00763,NYU,Liberal Arts,2025-08-06,2029-03-27,141,1,2,34,4,1,2,1,0,0,1,Tesla,2028-11-21,1,Intel,2029-07-27,122.0,11,4,4,5,14
S00764,UCLA,Liberal Arts,2025-05-14,2028-10-30,157,1,2,28,1,5,2,1,5,1,0,,,1,Tesla,2029-02-27,120.0,6,11,5,6,4
S00765,UCSD,Liberal Arts,2024-02-29,2027-03-02,148,1,3,45,2,3,4,1,9,3,1,Meta,2026-08-09,1,Intel,2027-07-17,137.0,5,5,10,4,7
S00766,UT Austin,Liberal Arts,2025-08-13,2028-11-01,160,1,4,37,3,3,2,1,4,3,1,Intel,2028-03-31,1,Amazon,2029-01-15,75.0,8,4,8,8,10
S00767,Purdue,Liberal Arts,2025-03-20,2029-02-06,156,1,1,45,2,5,2,1,6,4,0,,,1,Goldman Sachs,2029-10-13,249.0,2,7,7,9,7
S00768,NYU,Liberal Arts,2025-05-03,2028-11-14,164,1,4,35,3,5,2,1,8,3,1,Google,2028-08-15,1,Johnson & Johnson,2029-03-26,132.0,8,7,9,6,3
S00769,Georgia Tech,Liberal Arts,2024-01-15,2027-06-27,159,1,5,30,2,4,2,1,6,2,1,Apple,2026-11-14,0,,,,4,4,9,8,8
S00770,Arizona State U.,Liberal Arts,2025-11-23,2028-11-24,131,1,3,34,4,3,1,1,6,3,0,,,1,Apple,2029-04-30,157.0,7,4,7,6,9
S00771,Boston University,Liberal Arts,2024-12-18,2028-05-25,127,1,2,36,3,4,2,1,4,0,0,,,1,Microsoft,2028-08-29,96.0,2,7,1,5,12
